,Text,Speaker,Season
1798, Damn...,Hank,3
1799, Cancer. You got it right?,Hank,1
1800, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Jesse,2
1801, Yeah? You shot an ounce? In a day and a half?,Hank,2
1802, How about something with some protein maybe? Something green huh? How are you even alive?,Walter,2
1803, Actually its not as bad as it sounds. Its a fairly common occurrence. Easily treated. In fact the news is all good.,Walter,5
1804, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Hank,3
1805, $600000 each.,Jesse,3
1806, How does it feel to be a smart ass?,Walter,1
1807, And–and–and bring me... brake pads! The front wheels should have discs. Take them off and bring them to me.,Walter,3
1808, I have cancer. Lung cancer. Its bad.,Walter,1
1809, So you plan to uh ice Gonzo like...future tense?,Jesse,5
1810, Um...well its kind of funny. When I got my diagnosis – cancer – I said to myself yknow Why me? And then the other day when I got the good news I said the same thing. [The party guests are silent with confusion] Anyway uh thank you for coming and...enjoy.,Walter,3
1811, No? Thats not the point?,Jesse,3
1812, The picture of innocence. Just sweetness and light.,Walter,5
1813, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Hank,5
1814, Yeah three shots or I dunno two?,Jesse,3
1815, So what did you end up buying?,Walter,1
1816, More for me.,Jesse,2
1817, This is conjecture?,Hank,2
1818, What? What does that even mean?,Hank,5
1819, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Jesse,5
1820, So we can cook.,Walter,5
1821, Are you familiar with my product?,Walter,5
1822, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Hank,2
1823, I got profile now yo. Dont you get that? DEAs up my ass. [takes a sip of his beer] No Im not exposing myself to that level of risk for chump change. - No way.,Hank,2
1824, You are always the picture of innocence.,Walter,3
1825, I have spent my whole life scared – frightened of things that could happen might happen might not happen. Fifty years I spent like that. Finding myself awake at three in the morning. But you know what? Ever since my diagnosis I sleep just fine.,Walter,4
1826, I mean two would probably work I guess yeah.,Hank,4
1827, How did you find me?,Walter,2
1828, They sweated me plenty but they finally cut me loose. So you getting out of there?,Hank,5
1829, Do you... do you have any money? Change I mean coins?,Walter,3
1830, Thats what I was thinking yeah. For the last few weeks.,Skyler,5
1831, What?,Hank,2
1832, Yeah? Jesus how the hell do you spell street wrong? S-T-R-E-A-T?,Hank,3
1833, Dude! No way!,Hank,2
1834, And now what? You decided to oh I dont know make your eldest son homeless? Wow great family mom!,Jesse,5
1835, What?,Jesse,3
1836, Okay.,Hank,2
1837, What I came to realize is that fear thats the worst of it. Thats the real enemy. So get up. Get out in the real world. And you kick that bastard as hard as you can right in the teeth.,Walter,4
1838, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Hank,3
1839, How much what?,Walter,5
1840, What are you waiting for? Bring it back!,Walter,2
1841, Oh thank God!,Jesse,5
1842, How much did you get for the deal?,Hank,5
1843, Remission. Not to imply Im cured. I still have cancer but theres been a significant reduction in the tumors.,Walter,2
1844, Marie...,Skyler,4
1845,,Hank,1
1846, How much did you get for the deal?,Hank,3
1847, Damn...,Hank,4
1848, I didnt ask for any of this! How am I supposed to live here now huh? My whole house smells like toe cheese and dry cleaning.,Jesse,1
1849, So whatre you saying? Like I shot someone with like a gun?,Hank,2
1850, God...,Walter,3
1851, God. I dont suppose you could kiss my ass?,Hank,1
1852, That must be it!,Walter,2
1853, What?,Walter,2
1854, Tuco cmon hey hes theres clearly some dementia. Hes not lucid.,Walter,2
1855, Thats very understanding.,Walter,1
1856, What? What does that even mean?,Jesse,2
1857, You know what I think? I think you accidentally told the truth.,Skyler,2
1858, More for me.,Jesse,3
1859, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Jesse,2
1860, I dont know.,Hank,5
1861, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Jesse,2
1862, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Jesse,3
1863, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Hank,3
1864, How long?,Walter,1
1865, Hey...no...no man. No...,Jesse,5
1866, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Hank,3
1867, I dont know. How about Taco Cabeza? Half the deals Ive ever done went down at Taco Cabeza. Nice and public. Open twenty-four hours. Nobody ever gets shot at Taco Cabeza. Hell why not the mall? You know wait at the Gap. Hey! Its time for the meet! You know Ill put down the flat-front khakis head on over grab an Orange Julius. Skip the part where psycho lunatic Tuco you know comes and steals my drugs and leaves me bleeding to death.,Hank,1
1868, You asked me what I want you to do.,Walter,5
1869, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Hank,4
1870, I have this coming.,Walter,5
1871, Ooooh wire.,Jesse,4
1872, Skyler I just...havent quite been myself lately.,Walter,1
1873, Yeah? Well you dont get to vote.,Jesse,5
1874, Thats awesome! Serious? Thats...thats...thats great man! My aunt she never...I mean yknow at your stage I didnt even think that could happen.,Hank,3
1875, They sweated me plenty but they finally cut me loose. So you getting out of there?,Hank,4
1876, Yeah after what happened it just seems like the thing to do. Kind of you know talk about it. We cant talk to anybody else. Anyway that and I wanted to...I wanted to tell you how much everybody digs that meth we cooked.,Jesse,1
1877, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Hank,3
1878, ...Copper.,Walter,2
1879, [kicking Tuco into the shallow pit] Whos the bitch now?!,Jesse,4
1880, What?,Jesse,2
1881, Eh.,Walter,2
1882, You tell me. Youre the one that looks like you just crawled out of a microwave.,Hank,1
1883, Crack him over the head with something? [Walter sarcastically holds up a fly swatter],Walter,2
1884, Nothing. Im sorry I just...,Jesse,3
1885, Okay. So they got names?,Jesse,3
1886, Crack him over the head with something? [Walter sarcastically holds up a fly swatter],Walter,5
1887, The bottle. Now.,Walter,5
1888, No mom mom mom! Hey where am I supposed to go?,Jesse,4
1889, Okay can you at least tell me why?,Walter,5
1890, Nobody! What are you nuts?,Jesse,1
1891, Its a whole lot of cheddar.,Jesse,5
1892, So we can cook.,Walter,2
1893, No mom mom mom! Hey where am I supposed to go?,Jesse,2
1894, No man he doesnt know shit okay? The plan worked. He bought it. I got bills due man. Im screwed.,Jesse,5
1895, Tuco? no man ... no more Taco... I got bills man.,Hank,3
1896, Whats going on?,Skyler,5
1897, Okay. You?,Walter,3
1898, Oh my conjecture isnt helping?,Hank,2
1899, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Jesse,3
1900, Pay phone middle of nowhere nobody followed. So howd it go?,Hank,3
1901, I dont vote for this plan. Im not comfortable bringing in unknown entities into our operation.,Walter,2
1902, Yeah? Well you dont get to vote.,Jesse,2
1903, They sweated me plenty but they finally cut me loose. So you getting out of there?,Jesse,2
1904, Are you familiar with my product?,Walter,2
1905, A robot?,Jesse,3
1906, No look I know this isnt an optimal situation...,Jesse,5
1907, Is New Zealand part of Australia?,Hank,4
1908, [pointing to Walters chemo mark on his chest] My aunt had one of those...dots on her to target the radiation. What is it in your lung? Im your partner man. You should have told me. Thats not cool okay? Not at all. What stage are you?,Hank,1
1909, Because he does what I say. Because I can trust him.,Walter,2
1910, Yeah? Well you dont get to vote.,Jesse,3
1911, Hey I said I was sorry alright? I just need my half of the money and Ill go!,Jesse,2
1912, No look I know this isnt an optimal situation...,Jesse,2
1913, Wait so is it two or is it three?,Walter,5
1914, No I am not willing to do that!,Walter,2
1915, Ooooh wire.,Jesse,3
1916, How much did you get for the deal?,Jesse,5
1917, My son! My bottle! My house!,Walter,4
